SequencingID	SampleID	Plant	ShortDate	Date	Year	Period
16SAMP-1822	Mørke2007-02A	Mørke	2007-02	04-02-2007	2007	Winter
16SAMP-1935	Mørke2007-02B	Mørke	2007-02	04-02-2007	2007	Winter
16SAMP-2642	Mørke2007-02C	Mørke	2007-02	04-02-2007	2007	Winter
16SAMP-3039	Mørke2007-02D	Mørke	2007-02	04-02-2007	2007	Winter
16SAMP-1851	Mørke2007-08	Mørke	2007-08	19-08-2007	2007	Summer
16SAMP-1943	Mørke2008-02	Mørke	2008-02	04-02-2008	2008	Winter
16SAMP-1964	Mørke2008-08	Mørke	2008-08	19-08-2008	2008	Summer
16SAMP-1871	Mørke2009-02A	Mørke	2009-02	04-02-2009	2009	Winter
16SAMP-2033	Mørke2009-02B	Mørke	2009-02	04-02-2009	2009	Winter
16SAMP-1894	Mørke2009-08A	Mørke	2009-08	19-08-2009	2009	Summer
16SAMP-2056	Mørke2009-08B	Mørke	2009-08	19-08-2009	2009	Summer
16SAMP-2319	Mørke2010-02	Mørke	2010-02	04-02-2010	2010	Winter
16SAMP-2337	Mørke2010-08	Mørke	2010-08	19-08-2010	2010	Summer
16SAMP-1532	Odense NE2006-02	Odense NE	2006-02	04-02-2006	2006	Winter
16SAMP-1566	Odense NE2006-08A	Odense NE	2006-08	19-08-2006	2006	Summer
16SAMP-2103	Odense NE2006-08B	Odense NE	2006-08	19-08-2006	2006	Summer
16SAMP-1995	Odense NE2006-08C	Odense NE	2006-08	19-08-2006	2006	Summer
16SAMP-1595	Odense NE2007-02A	Odense NE	2007-02	04-02-2007	2007	Winter
16SAMP-2132	Odense NE2007-02B	Odense NE	2007-02	04-02-2007	2007	Winter
16SAMP-2024	Odense NE2007-02C	Odense NE	2007-02	04-02-2007	2007	Winter
16SAMP-1843	Odense NE2007-08	Odense NE	2007-08	19-08-2007	2007	Summer
16SAMP-1867	Odense NE2008-02	Odense NE	2008-02	04-02-2008	2008	Winter
16SAMP-1958	Odense NE2008-08	Odense NE	2008-08	19-08-2008	2008	Summer
16SAMP-1977	Odense NE2009-02	Odense NE	2009-02	04-02-2009	2009	Winter
16SAMP-1886	Odense NE2009-08A	Odense NE	2009-08	19-08-2009	2009	Summer
16SAMP-2048	Odense NE2009-08B	Odense NE	2009-08	19-08-2009	2009	Summer
16SAMP-1908	Odense NE2010-02A	Odense NE	2010-02	04-02-2010	2010	Winter
16SAMP-2070	Odense NE2010-02B	Odense NE	2010-02	04-02-2010	2010	Winter
16SAMP-2329	Odense NE2010-08	Odense NE	2010-08	19-08-2010	2010	Summer
16SAMP-2344	Odense NE2011-02	Odense NE	2011-02	04-02-2011	2011	Winter
16SAMP-2347	Odense NE2011-08	Odense NE	2011-08	19-08-2011	2011	Summer
16SAMP-2355	Odense NE2012-02	Odense NE	2012-02	04-02-2012	2012	Winter
16SAMP-2604	Odense NE2012-08	Odense NE	2012-08	19-08-2012	2012	Summer
16S-AMP-1209	Odense NE2013-02	Odense NE	2013-02	04-02-2013	2013	Winter
16SAMP-1510	Odense NE2013-08	Odense NE	2013-08	19-08-2013	2013	Summer
16S-AMP-1183	Odense NE2013-10	Odense NE	2013-10	28-10-2013	2013	Fall
16SAMP-3906	Odense NE2014-02	Odense NE	2014-02	03-02-2014	2014	Winter
16SAMP-4600	Odense NE2014-08	Odense NE	2014-08	06-08-2014	2014	Summer
16SAMP-3961	Odense NE2014-11	Odense NE	2014-11	11-11-2014	2014	Fall
16SAMP-1528	Odense NW2006-02	Odense NW	2006-02	04-02-2006	2006	Winter
16SAMP-1562	Odense NW2006-08A	Odense NW	2006-08	19-08-2006	2006	Summer
16SAMP-2099	Odense NW2006-08B	Odense NW	2006-08	19-08-2006	2006	Summer
16SAMP-1991	Odense NW2006-08C	Odense NW	2006-08	19-08-2006	2006	Summer
16SAMP-1591	Odense NW2007-02A	Odense NW	2007-02	04-02-2007	2007	Winter
16SAMP-2128	Odense NW2007-02B	Odense NW	2007-02	04-02-2007	2007	Winter
16SAMP-2020	Odense NW2007-02C	Odense NW	2007-02	04-02-2007	2007	Winter
16SAMP-1839	Odense NW2007-08	Odense NW	2007-08	19-08-2007	2007	Summer
16SAMP-1865	Odense NW2008-02	Odense NW	2008-02	04-02-2008	2008	Winter
16SAMP-1956	Odense NW2008-08	Odense NW	2008-08	19-08-2008	2008	Summer
16SAMP-1975	Odense NW2009-02	Odense NW	2009-02	04-02-2009	2009	Winter
16SAMP-1906	Odense NW2010-02A	Odense NW	2010-02	04-02-2010	2010	Winter
16SAMP-2068	Odense NW2010-02B	Odense NW	2010-02	04-02-2010	2010	Winter
16SAMP-2327	Odense NW2010-08	Odense NW	2010-08	19-08-2010	2010	Summer
16SAMP-2342	Odense NW2011-02A	Odense NW	2011-02	04-02-2011	2011	Winter
16SAMP-2645	Odense NW2011-02B	Odense NW	2011-02	04-02-2011	2011	Winter
16SAMP-3042	Odense NW2011-02C	Odense NW	2011-02	04-02-2011	2011	Winter
16SAMP-2590	Odense NW2011-08	Odense NW	2011-08	19-08-2011	2011	Summer
16SAMP-2353	Odense NW2012-02	Odense NW	2012-02	04-02-2012	2012	Winter
16SAMP-2606	Odense NW2012-08	Odense NW	2012-08	19-08-2012	2012	Summer
16S-AMP-1208	Odense NW2013-02	Odense NW	2013-02	04-02-2013	2013	Winter
16SAMP-1509	Odense NW2013-08	Odense NW	2013-08	19-08-2013	2013	Summer
16S-AMP-1182	Odense NW2013-10	Odense NW	2013-10	28-10-2013	2013	Fall
16SAMP-3904	Odense NW2014-02	Odense NW	2014-02	03-02-2014	2014	Winter
16SAMP-4599	Odense NW2014-08	Odense NW	2014-08	06-08-2014	2014	Summer
16SAMP-3959	Odense NW2014-11	Odense NW	2014-11	11-11-2014	2014	Fall
16SAMP-1548	Randers2006-02	Randers	2006-02	04-02-2006	2006	Winter
16SAMP-1582	Randers2006-08A	Randers	2006-08	19-08-2006	2006	Summer
16SAMP-2119	Randers2006-08B	Randers	2006-08	19-08-2006	2006	Summer
16SAMP-2011	Randers2006-08C	Randers	2006-08	19-08-2006	2006	Summer
16SAMP-1600	Randers2007-02A	Randers	2007-02	04-02-2007	2007	Winter
16SAMP-2137	Randers2007-02B	Randers	2007-02	04-02-2007	2007	Winter
16SAMP-2029	Randers2007-02C	Randers	2007-02	04-02-2007	2007	Winter
16SAMP-2640	Randers2007-02D	Randers	2007-02	04-02-2007	2007	Winter
16SAMP-3037	Randers2007-02E	Randers	2007-02	04-02-2007	2007	Winter
16SAMP-1848	Randers2007-08	Randers	2007-08	19-08-2007	2007	Summer
16SAMP-1941	Randers2008-02	Randers	2008-02	04-02-2008	2008	Winter
16SAMP-1962	Randers2008-08	Randers	2008-08	19-08-2008	2008	Summer
16SAMP-1869	Randers2009-02A	Randers	2009-02	04-02-2009	2009	Winter
16SAMP-2031	Randers2009-02B	Randers	2009-02	04-02-2009	2009	Winter
16SAMP-1892	Randers2009-08A	Randers	2009-08	19-08-2009	2009	Summer
16SAMP-2054	Randers2009-08B	Randers	2009-08	19-08-2009	2009	Summer
16SAMP-2317	Randers2010-02	Randers	2010-02	04-02-2010	2010	Winter
16SAMP-2335	Randers2010-08	Randers	2010-08	19-08-2010	2010	Summer
16SAMP-2586	Randers2011-02	Randers	2011-02	04-02-2011	2011	Winter
16SAMP-2349	Randers2011-08	Randers	2011-08	19-08-2011	2011	Summer
16SAMP-2595	Randers2012-02	Randers	2012-02	04-02-2012	2012	Winter
16SAMP-2601	Randers2012-08	Randers	2012-08	19-08-2012	2012	Summer
16S-AMP-1213	Randers2013-02	Randers	2013-02	04-02-2013	2013	Winter
16SAMP-1513	Randers2013-08	Randers	2013-08	19-08-2013	2013	Summer
16S-AMP-1203	Randers2013-10	Randers	2013-10	28-10-2013	2013	Fall
16SAMP-3909	Randers2014-02	Randers	2014-02	11-02-2014	2014	Winter
16SAMP-3931	Randers2014-06	Randers	2014-06	25-06-2014	2014	Summer
16SAMP-3963	Randers2014-11	Randers	2014-11	03-11-2014	2014	Fall
16SAMP-627	Ribe2011-02	Ribe	2011-02	04-02-2011	2011	Winter
16SAMP-628	Ribe2011-05	Ribe	2011-05	06-05-2011	2011	Spring
16SAMP-629	Ribe2011-08	Ribe	2011-08	19-08-2011	2011	Summer
16SAMP-630	Ribe2011-10	Ribe	2011-10	28-10-2011	2011	Fall
16S-AMP-1102	Ribe2012-02	Ribe	2012-02	04-02-2012	2012	Winter
16S-AMP-1103	Ribe2012-05	Ribe	2012-05	06-05-2012	2012	Spring
16S-AMP-1104	Ribe2012-08	Ribe	2012-08	19-08-2012	2012	Summer
16S-AMP-1105	Ribe2012-10	Ribe	2012-10	28-10-2012	2012	Fall
16S-AMP-1115	Ribe2013-02	Ribe	2013-02	04-02-2013	2013	Winter
16S-AMP-1171	Ribe2013-05	Ribe	2013-05	06-05-2013	2013	Spring
16S-AMP-1172	Ribe2013-08	Ribe	2013-08	19-08-2013	2013	Summer
16S-AMP-1173	Ribe2013-10	Ribe	2013-10	28-10-2013	2013	Fall
16SAMP-3901	Ribe2014-02	Ribe	2014-02	03-02-2014	2014	Winter
16SAMP-3921	Ribe2014-05	Ribe	2014-05	26-05-2014	2014	Spring
16SAMP-3942	Ribe2014-08	Ribe	2014-08	19-08-2014	2014	Summer
16SAMP-3954	Ribe2014-11	Ribe	2014-11	10-11-2014	2014	Fall
16SAMP-1534	Ringkøbing2006-02	Ringkøbing	2006-02	04-02-2006	2006	Winter
16SAMP-1568	Ringkøbing2006-08A	Ringkøbing	2006-08	19-08-2006	2006	Summer
16SAMP-2105	Ringkøbing2006-08B	Ringkøbing	2006-08	19-08-2006	2006	Summer
16SAMP-1997	Ringkøbing2006-08C	Ringkøbing	2006-08	19-08-2006	2006	Summer
16SAMP-1596	Ringkøbing2007-02A	Ringkøbing	2007-02	04-02-2007	2007	Winter
16SAMP-2133	Ringkøbing2007-02B	Ringkøbing	2007-02	04-02-2007	2007	Winter
16SAMP-2025	Ringkøbing2007-02C	Ringkøbing	2007-02	04-02-2007	2007	Winter
16SAMP-1844	Ringkøbing2007-08	Ringkøbing	2007-08	19-08-2007	2007	Summer
16SAMP-1936	Ringkøbing2008-02	Ringkøbing	2008-02	04-02-2008	2008	Winter
16SAMP-1959	Ringkøbing2008-08	Ringkøbing	2008-08	19-08-2008	2008	Summer
16SAMP-1978	Ringkøbing2009-02	Ringkøbing	2009-02	04-02-2009	2009	Winter
16SAMP-1887	Ringkøbing2009-08A	Ringkøbing	2009-08	19-08-2009	2009	Summer
16SAMP-2049	Ringkøbing2009-08B	Ringkøbing	2009-08	19-08-2009	2009	Summer
16SAMP-1909	Ringkøbing2010-02A	Ringkøbing	2010-02	04-02-2010	2010	Winter
16SAMP-2071	Ringkøbing2010-02B	Ringkøbing	2010-02	04-02-2010	2010	Winter
16SAMP-2330	Ringkøbing2010-08	Ringkøbing	2010-08	19-08-2010	2010	Summer
16SAMP-2593	Ringkøbing2012-02	Ringkøbing	2012-02	04-02-2012	2012	Winter
16SAMP-2603	Ringkøbing2012-08	Ringkøbing	2012-08	19-08-2012	2012	Summer
16S-AMP-1211	Ringkøbing2013-02	Ringkøbing	2013-02	04-02-2013	2013	Winter
16SAMP-1511	Ringkøbing2013-08	Ringkøbing	2013-08	19-08-2013	2013	Summer
16S-AMP-1184	Ringkøbing2013-10	Ringkøbing	2013-10	28-10-2013	2013	Fall
16SAMP-4593	Ringkøbing2014-02	Ringkøbing	2014-02	11-02-2014	2014	Winter
16SAMP-4601	Ringkøbing2014-06	Ringkøbing	2014-06	25-06-2014	2014	Summer
16SAMP-715	Skive2006-02	Skive	2006-02	04-02-2006	2006	Winter
16SAMP-286	Skive2006-05A	Skive	2006-05	06-05-2006	2006	Spring
16SAMP-2620	Skive2006-05B	Skive	2006-05	06-05-2006	2006	Spring
16SAMP-3017	Skive2006-05C	Skive	2006-05	06-05-2006	2006	Spring
16SAMP-287	Skive2006-10	Skive	2006-10	28-10-2006	2006	Fall
16SAMP-304	Skive2007-02	Skive	2007-02	04-02-2007	2007	Winter
16SAMP-305	Skive2007-05A	Skive	2007-05	06-05-2007	2007	Spring
16SAMP-2630	Skive2007-05B	Skive	2007-05	06-05-2007	2007	Spring
16SAMP-3027	Skive2007-05C	Skive	2007-05	06-05-2007	2007	Spring
16SAMP-306	Skive2007-08A	Skive	2007-08	19-08-2007	2007	Summer
16SAMP-2631	Skive2007-08B	Skive	2007-08	19-08-2007	2007	Summer
16SAMP-3028	Skive2007-08C	Skive	2007-08	19-08-2007	2007	Summer
16SAMP-307	Skive2007-10	Skive	2007-10	28-10-2007	2007	Fall
16SAMP-497	Skive2008-02	Skive	2008-02	04-02-2008	2008	Winter
16SAMP-498	Skive2008-05	Skive	2008-05	06-05-2008	2008	Spring
16SAMP-499	Skive2008-08	Skive	2008-08	19-08-2008	2008	Summer
16SAMP-500	Skive2008-10	Skive	2008-10	28-10-2008	2008	Fall
16SAMP-513	Skive2009-02	Skive	2009-02	04-02-2009	2009	Winter
16SAMP-514	Skive2009-05	Skive	2009-05	06-05-2009	2009	Spring
16SAMP-515	Skive2009-08	Skive	2009-08	19-08-2009	2009	Summer
16SAMP-517	Skive2009-10	Skive	2009-10	28-10-2009	2009	Fall
16SAMP-531	Skive2010-02	Skive	2010-02	04-02-2010	2010	Winter
16SAMP-532	Skive2010-05	Skive	2010-05	06-05-2010	2010	Spring
16SAMP-533	Skive2010-08	Skive	2010-08	19-08-2010	2010	Summer
16SAMP-534	Skive2010-10	Skive	2010-10	28-10-2010	2010	Fall
16SAMP-622	Skive2011-02	Skive	2011-02	04-02-2011	2011	Winter
16SAMP-623	Skive2011-05	Skive	2011-05	06-05-2011	2011	Spring
16SAMP-624	Skive2011-08	Skive	2011-08	19-08-2011	2011	Summer
16S-AMP-1094	Skive2012-02	Skive	2012-02	04-02-2012	2012	Winter
16S-AMP-1095	Skive2012-05	Skive	2012-05	06-05-2012	2012	Spring
16S-AMP-1096	Skive2012-08	Skive	2012-08	19-08-2012	2012	Summer
16S-AMP-1097	Skive2012-10	Skive	2012-10	28-10-2012	2012	Fall
16S-AMP-1113	Skive2013-02	Skive	2013-02	04-02-2013	2013	Winter
16S-AMP-1165	Skive2013-05	Skive	2013-05	06-05-2013	2013	Spring
16S-AMP-1166	Skive2013-08	Skive	2013-08	19-08-2013	2013	Summer
16S-AMP-1167	Skive2013-10	Skive	2013-10	28-10-2013	2013	Fall
16SAMP-3899	Skive2014-02	Skive	2014-02	11-02-2014	2014	Winter
16SAMP-3919	Skive2014-06	Skive	2014-06	10-06-2014	2014	Summer
16SAMP-4604	Skive2014-08	Skive	2014-08	19-08-2014	2014	Summer
16SAMP-3952	Skive2014-11	Skive	2014-11	11-11-2014	2014	Fall
16SAMP-1539	Søholt2006-02	Søholt	2006-02	04-02-2006	2006	Winter
16SAMP-1573	Søholt2006-08A	Søholt	2006-08	19-08-2006	2006	Summer
16SAMP-2110	Søholt2006-08B	Søholt	2006-08	19-08-2006	2006	Summer
16SAMP-2002	Søholt2006-08C	Søholt	2006-08	19-08-2006	2006	Summer
16SAMP-1599	Søholt2007-02A	Søholt	2007-02	04-02-2007	2007	Winter
16SAMP-2136	Søholt2007-02B	Søholt	2007-02	04-02-2007	2007	Winter
16SAMP-2028	Søholt2007-02C	Søholt	2007-02	04-02-2007	2007	Winter
16SAMP-2639	Søholt2007-02D	Søholt	2007-02	04-02-2007	2007	Winter
16SAMP-3036	Søholt2007-02E	Søholt	2007-02	04-02-2007	2007	Winter
16SAMP-1847	Søholt2007-08	Søholt	2007-08	19-08-2007	2007	Summer
16SAMP-1939	Søholt2008-02	Søholt	2008-02	04-02-2008	2008	Winter
16SAMP-1981	Søholt2009-02	Søholt	2009-02	04-02-2009	2009	Winter
16SAMP-1890	Søholt2009-08A	Søholt	2009-08	19-08-2009	2009	Summer
16SAMP-2052	Søholt2009-08B	Søholt	2009-08	19-08-2009	2009	Summer
16SAMP-2315	Søholt2010-02	Søholt	2010-02	04-02-2010	2010	Winter
16SAMP-2333	Søholt2010-08	Søholt	2010-08	19-08-2010	2010	Summer
16SAMP-2346	Søholt2011-02	Søholt	2011-02	04-02-2011	2011	Winter
16SAMP-2348	Søholt2011-08	Søholt	2011-08	19-08-2011	2011	Summer
16SAMP-2608	Søholt2012-08	Søholt	2012-08	19-08-2012	2012	Summer
16S-AMP-1138	Søholt2013-02	Søholt	2013-02	04-02-2013	2013	Winter
16SAMP-1531	Viborg2006-02	Viborg	2006-02	04-02-2006	2006	Winter
16SAMP-1565	Viborg2006-08A	Viborg	2006-08	19-08-2006	2006	Summer
16SAMP-2102	Viborg2006-08B	Viborg	2006-08	19-08-2006	2006	Summer
16SAMP-1994	Viborg2006-08C	Viborg	2006-08	19-08-2006	2006	Summer
16SAMP-1594	Viborg2007-02A	Viborg	2007-02	04-02-2007	2007	Winter
16SAMP-2131	Viborg2007-02B	Viborg	2007-02	04-02-2007	2007	Winter
16SAMP-2023	Viborg2007-02C	Viborg	2007-02	04-02-2007	2007	Winter
16SAMP-1842	Viborg2007-08	Viborg	2007-08	19-08-2007	2007	Summer
16SAMP-1866	Viborg2008-02	Viborg	2008-02	04-02-2008	2008	Winter
16SAMP-1957	Viborg2008-08	Viborg	2008-08	19-08-2008	2008	Summer
16SAMP-1976	Viborg2009-02	Viborg	2009-02	04-02-2009	2009	Winter
16SAMP-1885	Viborg2009-08A	Viborg	2009-08	19-08-2009	2009	Summer
16SAMP-2047	Viborg2009-08B	Viborg	2009-08	19-08-2009	2009	Summer
16SAMP-1907	Viborg2010-02A	Viborg	2010-02	04-02-2010	2010	Winter
16SAMP-2069	Viborg2010-02B	Viborg	2010-02	04-02-2010	2010	Winter
16SAMP-2328	Viborg2010-08A	Viborg	2010-08	19-08-2010	2010	Summer
16SAMP-2644	Viborg2010-08B	Viborg	2010-08	19-08-2010	2010	Summer
16SAMP-3041	Viborg2010-08C	Viborg	2010-08	19-08-2010	2010	Summer
16SAMP-2343	Viborg2011-02	Viborg	2011-02	04-02-2011	2011	Winter
16SAMP-2591	Viborg2011-08	Viborg	2011-08	19-08-2011	2011	Summer
16SAMP-2354	Viborg2012-02	Viborg	2012-02	04-02-2012	2012	Winter
16SAMP-2605	Viborg2012-08	Viborg	2012-08	19-08-2012	2012	Summer
16S-AMP-1210	Viborg2013-02	Viborg	2013-02	04-02-2013	2013	Winter
16S-AMP-1174	Viborg2013-05	Viborg	2013-05	06-05-2013	2013	Spring
16S-AMP-1175	Viborg2013-08	Viborg	2013-08	19-08-2013	2013	Summer
16S-AMP-1176	Viborg2013-10	Viborg	2013-10	28-10-2013	2013	Fall
16SAMP-3905	Viborg2014-02	Viborg	2014-02	11-02-2014	2014	Winter
16SAMP-3927	Viborg2014-06	Viborg	2014-06	10-06-2014	2014	Summer
16SAMP-3960	Viborg2014-11	Viborg	2014-11	04-11-2014	2014	Fall
16SAMP-1547	Viby2006-02	Viby	2006-02	04-02-2006	2006	Winter
16SAMP-1581	Viby2006-08A	Viby	2006-08	19-08-2006	2006	Summer
16SAMP-2118	Viby2006-08B	Viby	2006-08	19-08-2006	2006	Summer
16SAMP-2010	Viby2006-08C	Viby	2006-08	19-08-2006	2006	Summer
16SAMP-1828	Viby2007-02	Viby	2007-02	04-02-2007	2007	Winter
16SAMP-1857	Viby2007-08	Viby	2007-08	19-08-2007	2007	Summer
16SAMP-1949	Viby2008-02	Viby	2008-02	04-02-2008	2008	Winter
16SAMP-1968	Viby2008-08	Viby	2008-08	19-08-2008	2008	Summer
16SAMP-1879	Viby2009-02A	Viby	2009-02	04-02-2009	2009	Winter
16SAMP-2041	Viby2009-02B	Viby	2009-02	04-02-2009	2009	Winter
16SAMP-1901	Viby2009-08A	Viby	2009-08	19-08-2009	2009	Summer
16SAMP-2063	Viby2009-08B	Viby	2009-08	19-08-2009	2009	Summer
16SAMP-714	Aabenraa2006-02	Aabenraa	2006-02	04-02-2006	2006	Winter
16SAMP-283	Aabenraa2006-05A	Aabenraa	2006-05	06-05-2006	2006	Spring
16SAMP-2619	Aabenraa2006-05B	Aabenraa	2006-05	06-05-2006	2006	Spring
16SAMP-3016	Aabenraa2006-05C	Aabenraa	2006-05	06-05-2006	2006	Spring
16SAMP-284	Aabenraa2006-08	Aabenraa	2006-08	19-08-2006	2006	Summer
16SAMP-285	Aabenraa2006-10	Aabenraa	2006-10	28-10-2006	2006	Fall
16SAMP-300	Aabenraa2007-02A	Aabenraa	2007-02	04-02-2007	2007	Winter
16SAMP-2626	Aabenraa2007-02B	Aabenraa	2007-02	04-02-2007	2007	Winter
16SAMP-3023	Aabenraa2007-02C	Aabenraa	2007-02	04-02-2007	2007	Winter
16SAMP-301	Aabenraa2007-05A	Aabenraa	2007-05	06-05-2007	2007	Spring
16SAMP-2627	Aabenraa2007-05B	Aabenraa	2007-05	06-05-2007	2007	Spring
16SAMP-3024	Aabenraa2007-05C	Aabenraa	2007-05	06-05-2007	2007	Spring
16SAMP-302	Aabenraa2007-08A	Aabenraa	2007-08	19-08-2007	2007	Summer
16SAMP-2628	Aabenraa2007-08B	Aabenraa	2007-08	19-08-2007	2007	Summer
16SAMP-3025	Aabenraa2007-08C	Aabenraa	2007-08	19-08-2007	2007	Summer
16SAMP-303	Aabenraa2007-10A	Aabenraa	2007-10	28-10-2007	2007	Fall
16SAMP-2629	Aabenraa2007-10B	Aabenraa	2007-10	28-10-2007	2007	Fall
16SAMP-3026	Aabenraa2007-10C	Aabenraa	2007-10	28-10-2007	2007	Fall
16SAMP-1546	Åby2006-02	Åby	2006-02	04-02-2006	2006	Winter
16SAMP-1580	Åby2006-08A	Åby	2006-08	19-08-2006	2006	Summer
16SAMP-2117	Åby2006-08B	Åby	2006-08	19-08-2006	2006	Summer
16SAMP-2009	Åby2006-08C	Åby	2006-08	19-08-2006	2006	Summer
16SAMP-1827	Åby2007-02	Åby	2007-02	04-02-2007	2007	Winter
16SAMP-1856	Åby2007-08	Åby	2007-08	19-08-2007	2007	Summer
16SAMP-1948	Åby2008-02	Åby	2008-02	04-02-2008	2008	Winter
16SAMP-1967	Åby2008-08	Åby	2008-08	19-08-2008	2008	Summer
16SAMP-1878	Åby2009-02A	Åby	2009-02	04-02-2009	2009	Winter
16SAMP-2040	Åby2009-02B	Åby	2009-02	04-02-2009	2009	Winter
16SAMP-1900	Åby2009-08A	Åby	2009-08	19-08-2009	2009	Summer
16SAMP-2062	Åby2009-08B	Åby	2009-08	19-08-2009	2009	Summer
16SAMP-2322	Åby2010-02	Åby	2010-02	04-02-2010	2010	Winter
16SAMP-2340	Åby2010-08	Åby	2010-08	19-08-2010	2010	Summer
16S-AMP-1139	Åby2013-02	Åby	2013-02	04-02-2013	2013	Winter
16SAMP-703	Aalborg E2006-02A	Aalborg E	2006-02	04-02-2006	2006	Winter
16SAMP-2636	Aalborg E2006-02B	Aalborg E	2006-02	04-02-2006	2006	Winter
16SAMP-3033	Aalborg E2006-02C	Aalborg E	2006-02	04-02-2006	2006	Winter
16SAMP-704	Aalborg E2006-05A	Aalborg E	2006-05	06-05-2006	2006	Spring
16SAMP-718	Aalborg E2006-05B	Aalborg E	2006-05	06-05-2006	2006	Spring
16SAMP-705	Aalborg E2006-08	Aalborg E	2006-08	19-08-2006	2006	Summer
16SAMP-706	Aalborg E2006-10	Aalborg E	2006-10	28-10-2006	2006	Fall
16SAMP-717	Aalborg E2007-02	Aalborg E	2007-02	04-02-2007	2007	Winter
16SAMP-719	Aalborg E2007-08	Aalborg E	2007-08	19-08-2007	2007	Summer
16SAMP-720	Aalborg E2007-10	Aalborg E	2007-10	28-10-2007	2007	Fall
16SAMP-727	Aalborg E2008-02	Aalborg E	2008-02	04-02-2008	2008	Winter
16SAMP-728	Aalborg E2008-05	Aalborg E	2008-05	06-05-2008	2008	Spring
16SAMP-729	Aalborg E2008-08	Aalborg E	2008-08	19-08-2008	2008	Summer
16SAMP-730	Aalborg E2008-10	Aalborg E	2008-10	28-10-2008	2008	Fall
16SAMP-738	Aalborg E2009-02	Aalborg E	2009-02	04-02-2009	2009	Winter
16SAMP-739	Aalborg E2009-05A	Aalborg E	2009-05	06-05-2009	2009	Spring
16SAMP-2637	Aalborg E2009-05B	Aalborg E	2009-05	06-05-2009	2009	Spring
16SAMP-3034	Aalborg E2009-05C	Aalborg E	2009-05	06-05-2009	2009	Spring
16SAMP-740	Aalborg E2009-10	Aalborg E	2009-10	28-10-2009	2009	Fall
16SAMP-747	Aalborg E2010-02	Aalborg E	2010-02	04-02-2010	2010	Winter
16SAMP-748	Aalborg E2010-05	Aalborg E	2010-05	06-05-2010	2010	Spring
16SAMP-749	Aalborg E2010-08	Aalborg E	2010-08	19-08-2010	2010	Summer
16SAMP-522	Aalborg E2010-10	Aalborg E	2010-10	28-10-2010	2010	Fall
16SAMP-2611	Aalborg E2011-02	Aalborg E	2011-02	04-02-2011	2011	Winter
16SAMP-2612	Aalborg E2011-08	Aalborg E	2011-08	19-08-2011	2011	Summer
16SAMP-608	Aalborg E2011-10	Aalborg E	2011-10	28-10-2011	2011	Fall
16SAMP-635	Aalborg E2012-02	Aalborg E	2012-02	04-02-2012	2012	Winter
16SAMP-636	Aalborg E2012-05	Aalborg E	2012-05	06-05-2012	2012	Spring
16SAMP-637	Aalborg E2012-08	Aalborg E	2012-08	19-08-2012	2012	Summer
16SAMP-638	Aalborg E2012-10	Aalborg E	2012-10	28-10-2012	2012	Fall
16S-AMP-1107	Aalborg E2013-05A	Aalborg E	2013-05	06-05-2013	2013	Spring
16S-AMP-1147	Aalborg E2013-05B	Aalborg E	2013-05	06-05-2013	2013	Spring
16S-AMP-1148	Aalborg E2013-08	Aalborg E	2013-08	19-08-2013	2013	Summer
16S-AMP-1149	Aalborg E2013-10	Aalborg E	2013-10	28-10-2013	2013	Fall
16SAMP-3893	Aalborg E2014-02	Aalborg E	2014-02	06-02-2014	2014	Winter
16SAMP-3913	Aalborg E2014-07	Aalborg E	2014-07	03-07-2014	2014	Summer
16SAMP-4603	Aalborg E2014-08	Aalborg E	2014-08	19-08-2014	2014	Summer
16SAMP-3946	Aalborg E2014-11	Aalborg E	2014-11	13-11-2014	2014	Fall
16SAMP-716	Aalborg W2006-02	Aalborg W	2006-02	04-02-2006	2006	Winter
16SAMP-725	Aalborg W2007-02	Aalborg W	2007-02	04-02-2007	2007	Winter
16SAMP-726	Aalborg W2007-08	Aalborg W	2007-08	19-08-2007	2007	Summer
16SAMP-735	Aalborg W2008-05	Aalborg W	2008-05	06-05-2008	2008	Spring
16SAMP-736	Aalborg W2008-08	Aalborg W	2008-08	19-08-2008	2008	Summer
16SAMP-737	Aalborg W2008-10	Aalborg W	2008-10	28-10-2008	2008	Fall
16SAMP-745	Aalborg W2009-02	Aalborg W	2009-02	04-02-2009	2009	Winter
16SAMP-746	Aalborg W2009-05	Aalborg W	2009-05	06-05-2009	2009	Spring
16SAMP-516	Aalborg W2009-10	Aalborg W	2009-10	28-10-2009	2009	Fall
16SAMP-535	Aalborg W2010-02	Aalborg W	2010-02	04-02-2010	2010	Winter
16SAMP-536	Aalborg W2010-05	Aalborg W	2010-05	06-05-2010	2010	Spring
16SAMP-537	Aalborg W2010-08	Aalborg W	2010-08	19-08-2010	2010	Summer
16SAMP-538	Aalborg W2010-10	Aalborg W	2010-10	28-10-2010	2010	Fall
16SAMP-625	Aalborg W2011-02	Aalborg W	2011-02	04-02-2011	2011	Winter
16SAMP-2613	Aalborg W2011-08	Aalborg W	2011-08	19-08-2011	2011	Summer
16SAMP-626	Aalborg W2011-10	Aalborg W	2011-10	28-10-2011	2011	Fall
16S-AMP-1098	Aalborg W2012-02	Aalborg W	2012-02	04-02-2012	2012	Winter
16S-AMP-1099	Aalborg W2012-05	Aalborg W	2012-05	06-05-2012	2012	Spring
